payment_id,customer_id,staff_id,rental_id,amount,payment_date
17067,198,1,357,0.99,2022-03-31T20:52:36.445623+01
17068,198,1,582,4.99,2022-05-17T07:37:11.242461+01
17069,198,2,639,2.99,2022-04-28T02:46:13.795621+01
17070,198,1,932,2.99,2022-07-20T21:48:59.911904+01
17071,198,2,1132,4.99,2022-06-19T18:03:06.759414+01
17072,199,1,499,7.99,2022-04-10T06:40:00.527425+01
17073,200,2,270,9.99,2022-06-03T13:10:01.26852+01
17074,201,1,311,3.99,2022-05-27T11:51:48.81002+01
17075,201,1,670,6.99,2022-03-25T19:22:57.533403+00:00
17076,201,2,756,5.99,2022-04-23T01:35:56.595131+01
17077,209,2,340,9.99,2022-07-17T10:57:23.39697+01
17078,209,1,471,0.99,2022-05-13T22:15:54.783977+01
17079,209,2,1143,2.99,2022-03-22T20:44:16.113475+00:00
17080,210,1,953,2.99,2022-04-22T22:57:31.564684+01
17081,211,1,238,4.99,2022-07-24T10:17:52.278769+01
17082,213,2,385,0.99,2022-07-03T23:26:24.27919+01
17083,214,1,242,1.99,2022-03-29T10:12:42.811524+01
17084,214,1,278,3.99,2022-04-01T13:56:00.353256+01
17085,214,1,1076,2.99,2022-02-25T23:27:45.147129+00:00
17086,214,2,1093,2.99,2022-03-26T11:26:55.444414+00:00
17087,214,2,1112,0.99,2022-03-09T12:38:45.724851+00:00
17088,215,1,711,4.99,2022-06-21T21:42:59.847945+01
17089,215,2,1080,4.99,2022-04-24T00:40:22.305753+01
17090,216,1,997,4.99,2022-06-25T05:25:10.949024+01
17091,217,2,828,2.99,2022-01-26T06:36:40.672488+00:00
17092,217,2,1141,8.99,2022-03-04T17:22:50.544553+00:00
17093,219,1,414,0.99,2022-02-05T02:18:29.134718+00:00
17094,220,2,409,0.99,2022-06-16T02:15:22.675493+01
17095,220,1,480,3.99,2022-01-26T23:02:27.359434+00:00
17096,221,2,226,4.99,2022-05-26T19:54:43.110969+01
17097,222,1,5,6.99,2022-04-03T12:47:13.012845+01
17098,222,1,134,4.99,2022-04-08T05:11:37.993455+01
17099,222,2,416,0.99,2022-05-15T13:20:45.455826+01
17100,222,2,809,3.99,2022-06-27T17:15:37.334375+01
17101,222,2,1006,2.99,2022-05-30T14:11:21.01228+01
17102,223,2,524,2.99,2022-01-23T15:28:46.388149+00:00
17103,225,1,812,4.99,2022-06-14T19:42:36.11671+01
17104,225,1,963,3.99,2022-02-05T07:28:03.046764+00:00
17105,227,1,111,4.99,2022-07-21T04:54:04.314089+01
17106,227,1,1023,3.99,2022-04-26T09:38:15.830431+01
17107,228,2,492,4.99,2022-04-11T22:33:02.522611+01
17108,228,2,1070,0.99,2022-03-26T02:10:59.783047+00:00
17109,230,1,32,0.99,2022-03-28T12:25:20.547905+01
17110,230,1,1078,4.99,2022-06-24T02:31:48.953277+01
17111,231,1,329,5.99,2022-02-18T15:16:25.494540+00:00
17112,231,1,479,6.99,2022-04-06T11:19:38.250734+01
17113,231,1,512,8.99,2022-04-08T00:26:17.002097+01
17114,232,1,28,4.99,2022-03-04T08:32:44.606615+00:00
17115,232,1,805,3.99,2022-05-08T03:18:26.582593+01
17116,234,2,1125,4.99,2022-06-30T16:51:12.570649+01
17117,235,2,807,2.99,2022-02-17T04:25:18.461835+00:00
17118,235,1,1148,0.99,2022-06-18T21:36:21.713976+01
17119,236,2,262,2.99,2022-02-16T10:33:31.948023+00:00
17120,236,2,344,2.99,2022-03-25T11:43:44.324852+00:00
17121,236,1,1032,2.99,2022-02-28T07:15:57.138711+00:00
17122,237,2,133,0.99,2022-06-23T01:22:06.816378+01
17123,237,1,182,4.99,2022-07-24T14:24:57.807679+01
17124,238,2,315,4.99,2022-06-26T21:25:50.611557+01
17125,238,1,842,2.99,2022-05-22T09:43:53.835662+01
17126,239,2,8,4.99,2022-02-10T07:39:17.776849+00:00
17127,239,1,444,2.99,2022-02-14T19:57:05.390221+00:00
17128,239,1,621,4.99,2022-05-25T18:43:17.698031+01
17129,239,1,636,6.99,2022-05-21T14:09:35.472594+01
17130,239,1,1022,7.99,2022-06-26T06:08:43.598539+01
17131,239,2,1082,5.99,2022-07-15T21:15:44.718549+01
17132,240,1,246,2.99,2022-05-29T21:48:34.871787+01
17133,240,1,460,2.99,2022-04-01T17:46:01.959825+01
17134,240,1,643,4.99,2022-05-06T01:08:50.196136+01
17135,241,1,627,7.99,2022-01-29T17:46:57.785609+00:00
17136,241,1,1059,3.99,2022-04-03T07:28:51.358508+01
17137,242,1,108,2.99,2022-04-16T22:41:03.976039+01
17138,242,2,283,3.99,2022-02-17T10:26:56.519942+00:00
17139,242,2,881,4.99,2022-06-13T23:46:29.784376+01
17140,243,1,188,4.99,2022-05-31T04:34:20.592702+01
17141,244,2,592,4.99,2022-04-24T15:27:12.563269+01
17142,244,1,797,1.99,2022-06-09T05:06:03.180092+01
17143,245,2,79,4.99,2022-03-05T10:05:40.190243+00:00
17144,245,1,241,0.99,2022-05-29T07:30:54.834637+01
17145,245,1,519,7.99,2022-06-25T01:06:22.921411+01
17146,245,1,719,2.99,2022-04-02T18:21:51.420565+01
17147,245,2,725,2.99,2022-04-08T22:12:43.128684+01
17148,245,2,948,8.99,2022-02-18T03:17:59.515363+00:00
17149,246,1,124,6.99,2022-03-27T21:53:30.947237+01
17150,246,2,421,8.99,2022-03-13T09:01:34.964613+00:00
17151,246,2,434,5.99,2022-05-27T11:34:59.295812+01
17152,246,1,699,3.99,2022-06-24T13:25:27.401184+01
17153,246,1,1051,4.99,2022-02-07T09:43:05.745745+00:00
17154,247,1,189,4.99,2022-05-31T21:00:28.160505+01
17155,247,2,448,3.99,2022-02-11T03:55:21.687565+00:00
17156,247,1,450,6.99,2022-06-14T11:23:30.590351+01
17157,248,2,330,7.99,2022-06-06T15:02:09.623281+01
17158,248,1,618,4.99,2022-07-14T02:27:34.514746+01
17159,249,2,316,4.99,2022-07-27T04:07:27.737781+01
17160,249,2,400,2.99,2022-03-14T07:28:42.628759+00:00
17161,249,1,438,6.99,2022-06-09T06:07:45.280164+01
17162,249,1,597,3.99,2022-02-01T19:51:39.874789+00:00
17163,250,1,61,5.99,2022-03-24T13:17:05.619553+00:00
17164,250,1,176,3.99,2022-04-25T07:32:09.048585+01
17165,250,1,637,4.99,2022-05-08T22:06:35.633725+01
17166,250,2,687,0.99,2022-04-19T04:31:50.230381+01
17167,250,1,1146,2.99,2022-06-20T19:02:48.131045+01
17168,251,1,264,2.99,2022-04-18T01:55:04.034716+01
17169,251,1,309,1.99,2022-04-08T10:39:43.748916+01
17170,251,2,393,2.99,2022-07-11T16:14:17.607592+01
17171,251,2,1069,3.99,2022-03-23T15:44:20.719608+00:00
17172,251,1,1091,4.99,2022-06-27T15:29:31.599217+01
17173,251,2,1155,2.99,2022-07-16T02:09:58.810929+01
17174,252,1,707,4.99,2022-02-27T03:34:57.348000+00:00
17175,252,1,1095,0.99,2022-02-04T05:14:18.999571+00:00
17176,253,1,566,6.99,2022-04-09T11:32:05.734424+01
17177,253,1,648,0.99,2022-03-09T20:59:10.270914+00:00
17178,253,1,986,2.99,2022-04-30T21:32:20.963078+01
17179,254,1,183,2.99,2022-03-19T12:12:35.042768+00:00
17180,254,1,1108,5.99,2022-05-28T06:54:55.911361+01
17181,256,1,51,4.99,2022-04-02T18:44:48.809814+01
17182,256,1,232,0.99,2022-06-27T18:11:51.74599+01
17183,256,2,738,4.99,2022-05-09T16:15:01.469667+01
17184,256,1,935,2.99,2022-06-04T20:48:18.632479+01
17185,256,1,1116,0.99,2022-02-08T15:30:33.424843+00:00
17186,257,2,139,2.99,2022-03-08T20:32:52.675685+00:00
17187,257,2,244,2.99,2022-07-07T11:13:59.896158+01
17188,257,2,705,2.99,2022-07-26T07:31:25.427013+01
17189,259,2,722,6.99,2022-07-03T03:04:53.826265+01
17190,259,2,901,2.99,2022-04-04T19:06:51.376703+01
17191,259,1,1147,5.99,2022-05-25T02:46:58.799633+01
17192,260,1,1101,8.99,2022-06-14T09:33:01.834019+01
17193,261,1,12,4.99,2022-03-07T21:51:22.766968+00:00
17194,261,2,465,3.99,2022-06-26T01:55:44.768315+01
17195,261,2,542,6.99,2022-04-10T10:47:49.811191+01
17196,261,1,792,0.99,2022-07-08T22:02:15.94315+01
17197,262,2,984,4.99,2022-03-25T14:38:41.492119+00:00
17198,263,1,97,4.99,2022-04-26T03:25:32.563995+01
17199,263,1,266,0.99,2022-07-13T08:20:36.521669+01
17200,265,2,74,0.99,2022-07-04T07:53:10.596948+01
17201,266,1,86,1.99,2022-01-28T18:58:02.018945+00:00
17202,266,2,651,2.99,2022-07-17T05:14:46.232517+01
17203,267,2,91,6.99,2022-02-07T08:14:03.060874+00:00
17204,267,1,436,4.99,2022-05-05T07:58:18.291626+01
17205,267,2,1030,4.99,2022-04-15T07:10:12.51558+01
17206,577,2,4591,0.99,2022-07-01T22:08:26.920657+01
17207,268,1,1394,2.99,2022-03-20T05:23:29.175051+00:00
17208,268,2,1450,4.99,2022-05-28T19:59:16.286498+01
17209,268,2,1551,3.99,2022-07-18T03:57:47.971049+01
17210,268,1,2133,0.99,2022-02-17T15:16:56.930361+00:00
17211,268,2,2324,4.99,2022-05-03T03:30:53.740315+01
17212,268,2,2858,2.99,2022-06-24T11:31:41.836097+01
17213,268,1,3066,3.99,2022-02-04T19:25:10.214070+00:00
17214,268,1,3361,1.99,2022-03-11T21:39:15.655756+00:00
17215,269,1,1334,3.99,2022-03-05T04:00:00.312689+00:00
17216,269,2,1909,2.99,2022-04-10T05:02:10.434174+01
17217,269,2,2493,6.99,2022-05-27T06:57:02.974324+01
17218,270,1,1345,4.99,2022-02-25T13:10:39.683338+00:00
17219,270,1,1896,6.99,2022-07-11T17:55:58.381596+01
17220,270,1,2115,3.99,2022-03-20T16:34:06.395843+00:00
17221,270,2,3164,5.99,2022-02-04T05:06:04.164560+00:00
17222,271,2,1852,2.99,2022-07-04T02:55:41.557523+01
17223,272,2,1604,4.99,2022-04-30T20:54:45.666341+01
17224,272,2,2546,5.99,2022-07-11T09:33:14.143759+01
17225,272,1,3323,5.99,2022-07-11T01:21:25.223361+01
17226,273,2,1391,6.99,2022-05-07T07:54:42.279251+01
17227,273,2,1747,6.99,2022-06-29T01:29:14.527348+01
17228,273,2,1765,4.99,2022-06-19T06:52:05.596971+01
17229,273,1,2301,1.99,2022-03-29T16:20:03.774651+01
17230,273,1,3202,0.99,2022-07-19T19:12:54.953072+01
17231,274,1,2098,0.99,2022-05-01T04:53:15.058844+01
17232,274,2,3291,9.99,2022-05-28T17:13:35.727683+01
17233,275,2,1797,3.99,2022-03-18T08:13:39.859449+00:00
17234,275,2,2414,0.99,2022-03-08T00:57:53.393662+00:00
17235,275,1,2646,4.99,2022-02-04T17:14:05.640459+00:00
17236,275,1,3355,2.99,2022-06-02T04:38:52.542114+01
17237,276,1,1352,0.99,2022-04-10T19:58:17.655722+01
17238,276,2,2763,4.99,2022-03-18T04:58:18.461825+00:00
17239,276,2,3064,6.99,2022-04-17T18:23:36.854877+01
17240,277,1,1331,2.99,2022-03-04T20:13:13.597678+00:00
17241,277,2,1717,2.99,2022-04-14T01:09:15.252029+01
17242,277,2,2162,3.99,2022-06-29T04:33:41.188118+01
17243,277,2,2723,4.99,2022-05-17T01:30:06.180484+01
17244,277,1,3247,5.99,2022-06-16T17:39:59.080375+01
17245,277,2,3274,4.99,2022-02-17T21:54:17.257636+00:00
17246,277,1,3344,2.99,2022-06-05T23:11:56.375178+01
17247,278,2,1387,0.99,2022-05-20T16:02:39.444882+01
17248,278,1,1978,2.99,2022-06-07T23:57:08.074276+01
17249,278,2,2078,4.99,2022-05-29T07:08:32.644485+01
17250,278,1,3453,2.99,2022-06-19T11:46:00.612985+01
17251,279,1,1178,2.99,2022-07-15T20:07:42.630453+01
17252,279,1,2147,4.99,2022-03-17T15:00:32.849849+00:00
17253,279,1,3215,0.99,2022-06-29T11:12:28.302588+01
17254,279,1,3374,2.99,2022-03-05T07:49:48.010553+00:00
17255,279,1,3375,4.99,2022-06-09T05:38:17.459891+01
17256,280,1,2656,3.99,2022-04-10T05:14:44.920311+01
17257,280,2,3009,4.99,2022-04-20T04:47:23.678425+01
17258,280,2,3097,0.99,2022-05-02T18:50:45.208334+01
17259,281,2,1485,5.99,2022-07-08T08:51:10.710881+01
17260,281,1,2254,5.99,2022-02-12T10:04:01.655759+00:00
17261,282,1,2016,2.99,2022-07-19T06:35:41.133835+01
17262,282,2,2176,2.99,2022-05-08T10:56:10.403589+01
17263,282,2,3408,4.99,2022-06-03T05:18:46.118154+01
17264,282,1,3417,2.99,2022-02-12T02:49:05.044251+00:00
17265,283,1,1749,0.99,2022-03-11T13:35:39.138744+00:00
17266,283,2,1796,2.99,2022-05-20T21:43:01.461983+01
17267,283,2,2333,2.99,2022-02-03T04:31:35.970934+00:00
17268,283,1,2685,2.99,2022-04-26T18:06:12.63776+01
17269,283,2,2849,7.99,2022-02-08T00:12:41.173131+00:00
17270,284,1,1171,0.99,2022-01-25T01:27:54.217882+00:00
17271,284,2,2813,6.99,2022-02-13T10:06:45.307545+00:00
17272,284,2,3296,0.99,2022-05-14T07:04:38.959758+01
17273,285,2,1161,7.99,2022-03-05T14:04:43.589877+00:00
17274,285,2,1302,3.99,2022-01-29T06:02:18.549386+00:00
17275,285,1,2249,5.99,2022-05-11T07:06:34.399817+01
17276,286,1,1690,8.99,2022-01-28T16:14:04.070713+00:00
17277,286,1,2195,4.99,2022-07-03T05:13:13.258861+01
17278,287,1,1247,7.99,2022-06-23T00:56:27.767293+01
17279,287,2,1642,2.99,2022-03-11T17:13:15.710909+00:00
17280,287,2,2286,9.99,2022-06-13T07:17:21.228541+01
17281,287,2,2612,6.99,2022-04-28T06:41:44.401772+01
17282,288,1,1466,5.99,2022-02-03T09:26:53.545694+00:00
17283,289,2,1880,4.99,2022-05-13T12:17:21.654565+01
17284,289,2,2316,0.99,2022-05-31T05:36:50.533737+01
17285,289,1,2387,6.99,2022-07-03T18:59:08.71497+01
17286,289,1,2784,10.99,2022-06-16T01:03:47.561463+01
17287,289,2,2948,6.99,2022-05-11T23:12:52.48457+01
17288,289,2,3123,6.99,2022-06-02T16:15:49.25419+01
17289,290,1,1220,6.99,2022-06-26T22:08:19.992256+01
17290,290,2,1336,8.99,2022-05-21T07:44:51.965979+01
17291,290,2,1496,4.99,2022-01-25T01:07:53.953561+00:00
17292,290,2,1532,0.99,2022-06-20T05:06:17.573058+01
17293,290,1,3013,3.99,2022-07-01T22:55:21.578887+01
17294,291,1,1191,2.99,2022-03-12T13:24:49.800801+00:00
17295,291,1,2300,2.99,2022-06-09T10:57:27.703406+01
17296,291,2,3042,2.99,2022-04-25T22:51:32.435257+01
17297,292,1,1901,3.99,2022-04-08T17:47:10.940567+01
17298,292,2,2258,3.99,2022-01-29T19:21:55.755158+00:00
17299,292,1,2838,3.99,2022-05-07T00:23:00.638224+01
17300,292,2,3328,2.99,2022-07-02T18:44:29.874767+01
17301,293,1,1589,9.99,2022-06-22T00:14:00.494828+01
17302,293,1,1829,5.99,2022-04-17T10:33:25.76285+01
17303,293,2,1860,4.99,2022-01-27T23:10:40.988978+00:00
17304,293,1,2386,4.99,2022-04-18T06:45:11.826548+01
17305,293,2,3025,2.99,2022-02-01T09:28:38.954958+00:00
17306,293,1,3290,1.99,2022-04-22T16:15:55.61486+01
17307,293,2,3452,4.99,2022-02-08T15:55:27.858427+00:00
17308,294,1,2900,2.99,2022-06-12T10:50:57.354212+01
17309,294,2,3330,2.99,2022-03-31T14:49:25.35692+01
17310,295,1,1184,5.99,2022-07-23T07:39:05.037545+01
17311,295,1,1328,2.99,2022-01-23T18:20:08.440348+00:00
17312,295,2,1935,2.99,2022-05-28T09:08:17.098154+01
17313,295,1,2054,2.99,2022-01-23T13:43:42.505434+00:00
17314,295,1,2431,1.99,2022-06-18T00:34:41.820052+01
17315,295,1,2638,1.99,2022-01-29T22:23:14.790339+00:00
17316,295,1,2999,2.99,2022-05-22T23:45:56.459393+01
17317,295,1,3198,1.99,2022-04-07T08:39:42.864748+01
17318,295,2,3394,8.99,2022-07-22T21:19:24.084505+01
17319,296,2,1659,4.99,2022-05-20T16:07:53.190343+01
17320,296,1,3034,0.99,2022-04-29T16:12:46.722395+01
17321,296,2,3119,0.99,2022-05-17T21:47:24.260749+01
17322,297,1,1409,3.99,2022-07-11T21:37:17.443873+01
17323,297,1,2067,2.99,2022-05-24T08:09:28.248519+01
17324,297,1,2202,8.99,2022-05-13T05:44:09.376362+01
17325,297,1,2260,2.99,2022-03-20T00:43:42.732081+00:00
17326,297,2,2339,4.99,2022-03-14T14:57:43.601131+00:00
17327,298,2,1454,4.99,2022-04-02T00:53:16.613136+01
17328,298,2,2385,3.99,2022-07-04T03:37:08.959504+01
17329,298,2,3095,4.99,2022-04-27T13:39:34.29697+01
17330,298,2,3400,4.99,2022-03-29T15:39:00.174789+01
17331,299,1,1650,8.99,2022-04-24T16:47:48.507175+01
17332,299,2,2664,4.99,2022-04-01T03:41:41.715208+01
17333,299,1,2774,2.99,2022-02-21T18:29:06.367562+00:00
17334,299,2,2791,4.99,2022-02-06T06:46:36.705911+00:00
17335,299,1,3074,0.99,2022-05-17T18:04:47.412154+01
17336,299,2,3223,2.99,2022-03-21T02:14:25.353438+00:00
17337,299,1,3288,5.99,2022-07-18T22:16:24.373015+01
17338,300,2,1381,0.99,2022-06-14T15:37:53.675736+01
17339,300,1,3177,2.99,2022-04-19T02:26:08.598689+01
17340,301,1,1853,0.99,2022-06-19T21:20:09.64591+01
17341,301,1,2611,4.99,2022-07-03T17:29:12.424398+01
17342,301,2,2925,2.99,2022-02-12T06:56:00.956936+00:00
17343,302,1,1231,2.99,2022-02-14T07:29:26.520442+00:00
17344,303,2,1970,4.99,2022-07-21T13:07:15.089896+01
17345,303,1,2223,8.99,2022-05-11T13:37:42.396685+01
17346,303,1,3077,3.99,2022-03-24T08:34:36.700608+00:00
17347,303,1,3107,2.99,2022-01-30T01:50:21.310571+00:00
17348,304,1,1414,6.99,2022-03-14T15:04:30.343885+00:00
17349,304,2,1525,4.99,2022-03-15T02:21:38.694116+00:00
17350,304,1,2039,3.99,2022-07-02T22:50:10.741291+01
17351,304,2,2902,4.99,2022-01-24T22:49:48.948734+00:00
17352,305,1,1574,4.99,2022-06-21T01:36:07.709212+01
17353,305,2,1884,0.99,2022-03-01T05:30:12.532878+00:00
17354,305,1,2166,11.99,2022-05-12T12:28:17.949049+01
17355,305,1,3387,0.99,2022-02-03T15:38:42.555176+00:00
17356,306,2,1172,0.99,2022-07-23T11:15:44.995724+01
17357,306,2,2836,6.99,2022-07-15T17:52:37.397596+01
17358,307,2,2152,2.99,2022-02-07T09:09:02.586569+00:00
17359,307,1,2167,0.99,2022-05-16T13:09:29.419608+01
17360,307,1,2787,4.99,2022-05-30T19:09:53.307424+01
17361,307,1,2881,2.99,2022-04-16T19:47:25.233744+01
17362,307,2,3057,5.99,2022-06-19T20:39:16.906117+01
17363,307,1,3209,4.99,2022-02-14T18:45:16.739614+00:00
17364,308,1,2037,0.99,2022-03-28T18:16:11.506259+01
17365,308,1,2094,0.99,2022-02-19T03:15:01.004768+00:00
17366,308,2,2168,4.99,2022-02-20T14:28:54.461424+00:00
17367,308,1,2346,7.99,2022-04-13T22:07:46.829236+01
17368,308,2,2448,4.99,2022-04-04T05:52:33.499435+01
17369,309,1,1837,4.99,2022-06-11T15:10:42.798703+01
17370,309,2,2560,9.99,2022-06-08T09:33:55.67903+01
17371,309,2,2644,3.99,2022-04-17T06:58:09.216438+01
17372,309,2,2688,6.99,2022-05-04T07:53:04.438657+01
17373,310,2,1162,4.99,2022-06-02T16:07:38.292403+01
17374,310,2,1333,2.99,2022-06-05T15:42:41.14767+01
17375,310,2,1918,3.99,2022-03-25T01:54:13.281354+00:00
17376,310,2,2088,6.99,2022-05-18T19:47:23.058827+01
17377,310,1,2480,5.99,2022-03-08T06:05:09.900362+00:00
17378,310,1,2618,2.99,2022-03-11T23:08:44.108839+00:00
17379,311,1,1622,4.99,2022-02-12T14:44:52.848765+00:00
17380,311,2,1955,0.99,2022-02-18T06:46:52.609934+00:00
17381,311,2,2967,6.99,2022-06-24T16:56:25.427627+01
17382,312,2,1419,0.99,2022-02-12T14:52:41.282063+00:00
17383,312,2,3457,3.99,2022-03-29T20:32:06.641204+01
17384,313,2,1312,2.99,2022-04-06T12:07:31.289512+01
17385,313,1,2617,7.99,2022-07-18T04:16:44.840488+01
17386,313,2,2711,4.99,2022-07-13T22:49:10.200469+01
17387,314,1,1598,3.99,2022-03-19T03:23:40.176695+00:00
17388,314,1,1624,2.99,2022-07-15T14:42:30.154875+01
17389,315,1,1701,2.99,2022-02-16T15:26:04.442862+00:00
17390,316,1,1317,4.99,2022-05-31T17:08:17.681566+01
17391,316,2,1350,4.99,2022-05-15T12:48:41.260323+01
17392,316,1,2032,4.99,2022-03-19T08:33:23.825000+00:00
17393,316,2,2338,4.99,2022-05-18T16:34:56.128317+01
17394,316,2,2491,1.99,2022-07-09T08:54:10.180218+01
17395,316,1,2820,4.99,2022-06-01T22:04:19.624924+01
17396,316,2,3373,8.99,2022-05-22T16:25:34.761941+01
17397,317,2,2287,6.99,2022-02-23T00:12:51.546053+00:00
17398,317,2,3029,2.99,2022-06-27T16:47:11.081452+01
17399,317,1,3251,0.99,2022-07-23T15:47:09.726204+01
17400,318,1,2634,2.99,2022-02-06T18:29:09.691722+00:00
17401,318,1,2643,2.99,2022-04-04T16:26:40.301628+01
17402,318,2,3337,0.99,2022-05-24T20:29:27.255421+01
17403,318,2,3376,7.99,2022-01-29T10:47:43.644651+00:00
17404,319,1,1632,2.99,2022-04-04T15:21:57.175463+01
17405,319,1,1892,4.99,2022-03-02T00:05:50.288149+00:00
17406,319,2,2021,3.99,2022-03-05T11:31:58.431289+00:00
17407,319,2,2703,4.99,2022-06-15T01:42:49.193925+01
17408,319,2,2884,0.99,2022-06-05T13:44:55.113459+01
17409,319,2,3256,3.99,2022-05-23T15:53:50.739093+01
17410,320,2,1258,4.99,2022-05-24T14:21:55.416605+01
17411,320,2,1484,3.99,2022-02-07T12:56:48.635948+00:00
17412,320,2,1567,1.99,2022-02-15T07:26:08.948919+00:00
17413,320,1,2216,4.99,2022-03-04T19:54:39.687928+00:00
17414,320,2,2883,7.99,2022-07-12T16:14:10.409455+01
17415,321,2,1750,5.99,2022-07-18T18:41:49.06003+01
17416,321,1,3410,0.99,2022-02-01T00:47:34.674553+00:00
17417,322,1,1386,2.99,2022-02-12T01:37:03.540577+00:00
17418,322,1,1588,8.99,2022-05-04T05:13:24.388109+01
17419,322,2,2481,4.99,2022-03-01T07:55:40.949922+00:00
17420,322,1,2554,0.99,2022-07-13T13:24:10.824829+01
17421,322,1,2983,7.99,2022-01-25T19:07:24.992406+00:00
17422,322,2,3054,5.99,2022-06-13T05:04:18.832426+01
17423,322,2,3413,8.99,2022-01-28T05:07:02.442022+00:00
17424,323,2,1167,0.99,2022-05-10T21:01:12.100192+01
17425,323,2,1786,2.99,2022-03-19T08:23:25.380173+00:00
17426,323,1,2933,4.99,2022-06-29T01:34:54.098722+01
17427,324,1,1740,0.99,2022-04-01T18:16:20.223106+01
17428,324,2,2590,2.99,2022-04-10T13:47:32.007356+01
17429,325,2,2502,4.99,2022-02-20T22:21:38.829163+00:00
17430,325,2,2507,4.99,2022-07-11T10:40:53.150771+01
17431,325,2,2808,2.99,2022-04-23T17:50:32.129978+01
17432,326,1,1311,4.99,2022-04-08T05:37:37.052708+01
17433,326,2,2086,0.99,2022-05-26T16:15:29.564877+01
17434,326,2,2317,4.99,2022-05-04T12:02:11.809575+01
17435,326,1,3441,4.99,2022-06-26T06:54:50.749648+01
17436,327,1,1294,4.99,2022-02-11T10:18:30.984378+00:00
17437,327,2,1577,3.99,2022-03-20T04:25:43.085066+00:00
17438,327,2,1929,6.99,2022-06-12T16:11:26.239333+01
17439,327,1,2273,4.99,2022-03-08T08:16:32.379920+00:00
17440,327,2,2304,5.99,2022-07-21T02:59:50.983434+01
17441,327,2,2637,3.99,2022-02-26T20:02:10.359945+00:00
17442,328,2,1670,2.99,2022-03-26T14:10:22.302103+00:00
17443,328,2,1980,6.99,2022-05-25T05:20:33.549985+01
17444,328,2,2243,5.99,2022-02-12T04:22:21.446352+00:00
17445,328,1,3024,4.99,2022-06-16T11:56:06.923982+01
17446,328,1,3239,0.99,2022-04-27T20:06:43.204767+01
17447,329,1,1183,2.99,2022-04-29T15:33:01.121687+01
17448,329,1,2010,5.99,2022-03-08T12:24:34.220280+00:00
17449,329,2,2024,0.99,2022-06-12T16:40:31.970082+01
17450,329,1,2151,0.99,2022-05-14T14:18:11.294537+01
17451,329,1,2303,2.99,2022-05-28T22:02:56.247818+01
17452,329,2,2702,2.99,2022-05-16T02:28:32.240004+01
17453,329,1,3052,5.99,2022-07-06T15:59:03.934205+01
17454,329,2,3053,0.99,2022-01-31T07:03:12.949200+00:00
17455,329,2,3268,4.99,2022-04-28T04:32:52.857187+01
17456,330,1,1219,6.99,2022-03-13T18:35:18.111862+00:00
17457,330,2,1511,5.99,2022-04-29T01:09:57.393757+01
17458,330,2,2885,0.99,2022-05-04T01:23:44.521011+01
17459,330,1,2936,4.99,2022-06-13T12:01:04.820342+01
17460,330,2,3061,2.99,2022-05-16T20:42:48.185428+01
17461,331,1,1415,2.99,2022-04-11T03:42:01.474453+01
17462,331,2,2528,6.99,2022-06-10T04:50:40.744398+01
17463,331,1,2587,2.99,2022-02-13T21:58:40.728052+00:00
17464,333,1,1667,2.99,2022-01-30T08:25:30.189577+00:00
17465,333,1,2149,6.99,2022-07-11T06:16:53.696056+01
17466,333,1,2929,1.99,2022-02-13T20:59:59.672986+00:00
17467,333,1,3110,2.99,2022-05-27T17:00:50.739774+01
17468,334,2,1187,4.99,2022-06-20T22:02:08.975843+01
17469,334,1,1298,4.99,2022-02-19T19:32:07.865388+00:00
17470,334,2,2476,0.99,2022-02-21T21:09:31.086468+00:00
17471,335,1,3329,4.99,2022-02-28T01:26:36.934790+00:00
17472,336,1,1478,2.99,2022-05-28T10:59:56.949693+01
17473,336,2,2212,2.99,2022-02-08T15:29:44.073593+00:00
17474,336,2,2475,2.99,2022-05-25T15:42:55.668329+01
17475,336,1,2575,2.99,2022-04-19T12:03:38.977397+01
17476,336,2,2719,4.99,2022-02-05T01:27:46.269874+00:00
17477,336,1,2954,2.99,2022-06-07T06:24:38.151783+01
17478,336,2,3204,4.99,2022-04-19T01:57:53.616738+01
17479,336,2,3349,0.99,2022-02-21T03:17:03.892718+00:00
17480,337,2,1969,4.99,2022-03-21T02:53:57.998127+00:00
17481,337,1,2014,5.99,2022-04-24T11:48:53.413161+01
17482,338,2,1510,4.99,2022-04-06T10:46:03.479+01
17483,338,1,1807,5.99,2022-06-30T05:49:36.794415+01
17484,338,2,1952,4.99,2022-06-26T00:45:34.476833+01
17485,338,1,2148,6.99,2022-04-19T04:44:36.73853+01
17486,338,1,2179,0.99,2022-06-02T19:10:20.910088+01
17487,338,1,2495,4.99,2022-05-25T20:59:34.213049+01
17488,338,1,3458,5.99,2022-04-12T06:43:06.941204+01
17489,339,2,1432,3.99,2022-01-24T15:07:12.873890+00:00
17490,339,1,1536,4.99,2022-01-26T05:32:55.013930+00:00
17491,339,2,1629,4.99,2022-06-30T14:35:40.197071+01
17492,339,1,3146,6.99,2022-05-05T14:50:18.626134+01
17493,339,1,3335,4.99,2022-05-31T14:19:55.281864+01
17494,340,2,1205,4.99,2022-07-23T03:38:35.447609+01
17495,340,1,1697,3.99,2022-01-31T11:10:25.800622+00:00
17496,340,1,2177,5.99,2022-04-08T01:30:48.546337+01
17497,340,2,2183,4.99,2022-07-20T04:50:10.350825+01
