customer_id,staff_id,rental_id,amount,payment_date
570,2,1417,4.99,2022-02-07T08:24:30.117254+00:00
570,2,2031,6.99,2022-02-04T01:35:35.601071+00:00
571,2,1990,4.99,2022-02-21T13:37:54.137561+00:00
571,1,2977,10.99,2022-02-16T10:31:41.989610+00:00
573,2,2622,5.99,2022-02-06T14:57:27.637968+00:00
574,1,3220,6.99,2022-02-03T10:35:21.881085+00:00
578,2,1826,6.99,2022-02-18T21:54:32.809986+00:00
582,2,3071,0.99,2022-02-10T07:53:43.703157+00:00
583,1,3424,0.99,2022-02-20T15:13:53.649538+00:00
585,2,1346,7.99,2022-02-01T21:52:43.377218+00:00
585,1,2674,0.99,2022-02-06T04:05:10.401718+00:00
586,2,1540,0.99,2022-02-07T09:21:25.514677+00:00
587,2,2034,4.99,2022-02-16T04:10:40.166818+00:00
587,1,2220,2.99,2022-02-02T08:27:32.215279+00:00
588,2,2920,3.99,2022-02-19T04:33:05.615955+00:00
592,1,1479,2.99,2022-02-20T10:16:42.337111+00:00
592,1,3158,7.99,2022-02-03T03:08:29.744747+00:00
593,2,2205,4.99,2022-02-20T14:32:00.824557+00:00
593,1,2441,4.99,2022-02-26T11:31:34.061616+00:00
595,2,3371,4.99,2022-02-28T13:51:47.794839+00:00
596,1,1644,1.99,2022-02-08T13:02:38.938832+00:00
597,1,3201,1.99,2022-02-23T16:45:07.036440+00:00
599,1,2272,1.99,2022-02-28T21:44:31.583365+00:00
202,1,1535,4.99,2022-02-19T20:02:05.517691+00:00
204,1,1871,4.99,2022-02-12T03:42:48.043978+00:00
208,2,2592,0.99,2022-02-19T11:47:26.761449+00:00
208,2,2907,0.99,2022-02-23T14:52:50.199571+00:00
1,1,3284,3.99,2022-02-04T02:24:08.306998+00:00
4,1,1633,0.99,2022-02-27T17:58:32.703598+00:00
4,2,2043,0.99,2022-02-12T03:58:02.137145+00:00
5,2,2570,2.99,2022-02-27T05:13:54.451731+00:00
6,1,1966,0.99,2022-02-01T08:56:12.574763+00:00
10,1,1995,4.99,2022-02-12T04:08:52.565216+00:00
10,2,2222,3.99,2022-02-01T03:30:01.660779+00:00
11,1,1470,6.99,2022-02-01T22:38:03.198355+00:00
11,1,3192,0.99,2022-02-02T04:18:17.289940+00:00
13,1,2209,4.99,2022-02-09T09:36:20.403731+00:00
15,2,3182,0.99,2022-02-01T07:48:44.509621+00:00
17,2,2175,5.99,2022-02-13T14:15:10.501958+00:00
17,2,3269,5.99,2022-02-26T14:25:56.624883+00:00
21,1,2268,4.99,2022-02-12T00:50:16.371765+00:00
24,1,2451,5.99,2022-02-23T13:24:44.683244+00:00
25,2,1754,6.99,2022-02-05T14:09:24.883827+00:00
26,2,2416,3.99,2022-02-18T13:05:52.956469+00:00
28,2,1240,2.99,2022-02-04T20:19:15.302286+00:00
30,2,2730,2.99,2022-02-21T06:43:02.553343+00:00
32,2,2891,1.99,2022-02-11T10:46:50.114056+00:00
34,2,2257,5.99,2022-02-24T18:29:02.410180+00:00
39,1,2876,4.99,2022-02-21T07:31:59.746543+00:00
40,2,2896,2.99,2022-02-05T10:20:01.950848+00:00
40,1,2993,4.99,2022-02-19T23:41:57.320575+00:00
42,1,2302,4.99,2022-02-14T04:53:50.700805+00:00
46,2,2144,0.99,2022-02-12T00:30:11.429448+00:00
50,2,3000,0.99,2022-02-12T20:23:50.067139+00:00
52,1,1196,4.99,2022-02-02T11:37:26.845327+00:00
52,2,3196,4.99,2022-02-01T13:10:37.970910+00:00
55,1,2904,2.99,2022-02-20T08:53:19.106870+00:00
56,1,2485,4.99,2022-02-25T00:28:06.679812+00:00
57,1,2360,4.99,2022-02-17T22:28:41.041041+00:00
58,1,2906,0.99,2022-02-07T03:22:32.994705+00:00
59,1,1269,2.99,2022-02-22T12:53:18.822101+00:00
59,1,1728,3.99,2022-02-09T20:19:57.272640+00:00
63,2,1818,0.99,2022-02-20T00:19:28.087603+00:00
67,1,2542,3.99,2022-02-17T05:10:03.031188+00:00
67,2,2810,0.99,2022-02-19T14:00:30.197521+00:00
69,1,1549,2.99,2022-02-10T07:26:23.427803+00:00
71,1,2374,4.99,2022-02-04T10:49:23.312270+00:00
78,2,2949,6.99,2022-02-17T18:09:40.489530+00:00
81,1,2714,1.99,2022-02-15T07:02:54.478364+00:00
82,1,1438,0.99,2022-02-20T16:29:05.838097+00:00
82,1,2819,8.99,2022-02-09T12:30:10.547592+00:00
82,2,3332,0.99,2022-02-05T00:19:20.803741+00:00
83,2,1617,3.99,2022-02-26T18:37:33.072695+00:00
86,2,1822,0.99,2022-02-17T14:29:37.165114+00:00
86,2,1924,2.99,2022-02-13T02:06:56.124151+00:00
89,1,2523,0.99,2022-02-20T18:47:48.994094+00:00
89,1,2835,7.99,2022-02-24T13:52:57.364032+00:00
91,2,3384,2.99,2022-02-28T09:38:13.598740+00:00
93,2,2256,4.99,2022-02-08T11:04:20.992779+00:00
95,2,1261,1.99,2022-02-21T02:54:44.040115+00:00
97,1,3459,0.99,2022-02-14T13:44:43.940332+00:00
98,1,2445,0.99,2022-02-11T00:42:17.282072+00:00
103,1,2724,0.99,2022-02-14T00:17:29.369055+00:00
107,2,2860,4.99,2022-02-06T15:32:16.211701+00:00
110,2,1528,8.99,2022-02-22T09:11:12.512602+00:00
111,2,1999,1.99,2022-02-16T10:01:18.396367+00:00
111,2,2297,4.99,2022-02-01T11:58:23.434839+00:00
113,1,2783,2.99,2022-02-07T21:23:51.661741+00:00
113,1,3162,6.99,2022-02-25T20:18:25.233421+00:00
114,1,2059,2.99,2022-02-20T00:10:27.151708+00:00
114,2,2680,7.99,2022-02-28T00:06:28.581366+00:00
114,1,3094,2.99,2022-02-08T23:59:01.146040+00:00
118,1,3263,4.99,2022-02-12T06:54:24.998462+00:00
119,2,2009,2.99,2022-02-24T22:44:17.055320+00:00
120,1,1374,3.99,2022-02-04T01:52:31.358992+00:00
123,1,1751,0.99,2022-02-25T21:01:32.939850+00:00
123,1,2594,2.99,2022-02-28T01:38:21.894694+00:00
129,2,1732,0.99,2022-02-10T11:59:41.614413+00:00
133,1,3006,0.99,2022-02-18T02:13:09.639984+00:00
138,2,1316,0.99,2022-02-14T04:25:02.518844+00:00
140,2,2332,6.99,2022-02-18T05:16:27.517900+00:00
141,1,3434,4.99,2022-02-24T22:25:50.525032+00:00
142,1,1268,1.99,2022-02-16T14:05:59.148066+00:00
146,2,1724,1.99,2022-02-08T05:37:17.531122+00:00
148,2,2751,3.99,2022-02-06T02:05:48.016878+00:00
151,2,2947,2.99,2022-02-28T22:00:23.204537+00:00
154,1,1963,0.99,2022-02-17T17:25:29.195635+00:00
154,1,2886,4.99,2022-02-28T11:00:05.236266+00:00
155,2,3405,4.99,2022-02-04T07:58:53.174160+00:00
156,1,2658,4.99,2022-02-13T10:29:35.530943+00:00
158,2,3203,8.99,2022-02-16T04:22:25.302922+00:00
159,1,1695,0.99,2022-02-28T06:19:51.701069+00:00
169,1,2023,4.99,2022-02-14T15:02:39.899188+00:00
170,2,2117,0.99,2022-02-08T23:28:20.384217+00:00
171,2,1676,0.99,2022-02-12T16:01:36.268725+00:00
171,2,2599,5.99,2022-02-21T02:49:52.008454+00:00
176,1,2922,4.99,2022-02-26T16:13:10.897648+00:00
177,1,1393,2.99,2022-02-28T10:37:48.170712+00:00
177,2,2467,2.99,2022-02-27T16:34:26.902437+00:00
178,2,2124,1.99,2022-02-06T19:46:27.735228+00:00
178,2,2844,6.99,2022-02-21T18:49:21.079578+00:00
179,2,1286,7.99,2022-02-26T15:40:42.595484+00:00
181,2,3449,5.99,2022-02-15T12:38:33.180609+00:00
185,1,3325,4.99,2022-02-17T14:48:27.652741+00:00
186,1,1300,2.99,2022-02-05T13:55:43.616218+00:00
190,1,1347,2.99,2022-02-25T16:31:56.817687+00:00
190,1,3386,4.99,2022-02-19T05:06:11.000999+00:00
191,1,1278,0.99,2022-02-25T22:58:05.973284+00:00
196,1,3104,4.99,2022-02-12T23:24:00.142737+00:00
197,1,1503,2.99,2022-02-11T15:27:12.510941+00:00
198,2,2185,0.99,2022-02-09T08:25:14.289965+00:00
200,2,1296,1.99,2022-02-12T15:23:43.424575+00:00
201,1,3106,4.99,2022-02-01T16:30:46.410528+00:00
209,2,1201,4.99,2022-02-01T16:09:26.710327+00:00
209,1,1657,4.99,2022-02-04T16:08:12.347037+00:00
210,2,1177,2.99,2022-02-19T03:29:07.412838+00:00
211,2,2812,8.99,2022-02-02T15:35:41.022166+00:00
211,2,3437,6.99,2022-02-28T04:36:06.846846+00:00
213,1,2509,0.99,2022-02-03T07:29:53.175253+00:00
213,2,2569,6.99,2022-02-20T15:49:11.052151+00:00
215,2,1845,4.99,2022-02-25T20:57:04.723876+00:00
217,1,1322,2.99,2022-02-18T18:22:54.921349+00:00
217,1,2842,4.99,2022-02-09T03:10:54.093687+00:00
221,1,3200,5.99,2022-02-05T18:16:01.194429+00:00
223,2,1839,5.99,2022-02-25T18:40:54.199056+00:00
224,1,1424,7.99,2022-02-22T10:51:32.391560+00:00
230,2,1468,3.99,2022-02-17T22:59:35.908237+00:00
230,2,2675,0.99,2022-02-01T12:41:18.695730+00:00
233,1,2424,2.99,2022-02-09T22:18:28.054323+00:00
234,2,2511,5.99,2022-02-25T16:28:29.601212+00:00
236,1,3353,4.99,2022-02-23T17:55:01.447791+00:00
237,1,2156,4.99,2022-02-08T05:51:29.291813+00:00
240,2,2196,3.99,2022-02-26T15:14:45.323841+00:00
240,1,2264,4.99,2022-02-21T20:24:37.245594+00:00
242,2,1304,4.99,2022-02-05T06:56:51.514529+00:00
242,2,1702,4.99,2022-02-24T12:40:03.680741+00:00
244,1,1595,5.99,2022-02-19T17:28:22.706228+00:00
249,2,1753,2.99,2022-02-18T10:00:50.588532+00:00
251,1,2238,6.99,2022-02-27T07:17:07.125056+00:00
254,1,2082,2.99,2022-02-12T08:37:14.916813+00:00
255,2,1681,2.99,2022-02-08T05:30:02.481011+00:00
259,2,2375,5.99,2022-02-10T11:43:48.643759+00:00
260,1,2178,0.99,2022-02-21T08:01:25.634220+00:00
265,2,2027,7.99,2022-02-13T16:25:58.991833+00:00
266,2,3002,4.99,2022-02-21T17:53:23.593540+00:00
267,2,2578,7.99,2022-02-18T19:11:56.664824+00:00
267,2,2699,2.99,2022-02-20T08:16:28.891146+00:00
267,2,2754,4.99,2022-02-05T17:17:13.493228+00:00
267,1,11690,6.99,2022-02-25T18:30:20.878848+00:00
267,1,12320,4.99,2022-02-01T17:34:21.564060+00:00
267,1,15208,3.99,2022-02-08T08:37:37.667200+00:00
268,2,13880,5.99,2022-02-21T10:23:50.189807+00:00
269,1,10908,4.99,2022-02-27T02:25:39.337069+00:00
269,1,12344,4.99,2022-02-20T22:22:09.552626+00:00
271,2,10310,4.99,2022-02-20T04:46:34.878832+00:00
271,2,14355,4.99,2022-02-19T06:35:23.564915+00:00
272,1,13903,2.99,2022-02-06T03:26:42.844985+00:00
273,1,12692,0.99,2022-02-09T01:14:18.428859+00:00
274,2,13129,8.99,2022-02-05T21:43:49.699628+00:00
274,2,15143,2.99,2022-02-03T21:36:03.489985+00:00
274,2,15819,3.99,2022-02-25T12:06:01.714212+00:00
275,2,12589,5.99,2022-02-03T10:41:08.382522+00:00
275,2,13860,2.99,2022-02-27T01:17:06.087468+00:00
275,1,14296,2.99,2022-02-02T11:36:04.159319+00:00
276,2,11961,3.99,2022-02-07T23:35:35.346300+00:00
276,2,12178,5.99,2022-02-18T07:29:40.408427+00:00
277,1,15345,5.99,2022-02-08T04:04:00.442691+00:00
278,1,10649,2.99,2022-02-01T19:09:05.452880+00:00
278,1,11095,5.99,2022-02-01T15:31:35.588872+00:00
279,1,11703,4.99,2022-02-02T14:56:15.230408+00:00
279,1,13105,7.99,2022-02-18T11:57:42.442683+00:00
280,1,11517,2.99,2022-02-24T15:03:24.761316+00:00
280,1,12053,4.99,2022-02-21T09:35:52.071104+00:00
280,2,15036,2.99,2022-02-20T06:13:02.996511+00:00
282,2,13749,2.99,2022-02-22T03:24:06.987926+00:00
285,1,12027,8.99,2022-02-18T08:12:11.392647+00:00
285,2,15251,0.99,2022-02-08T17:02:46.078956+00:00
285,1,15489,4.99,2022-02-07T21:36:48.061894+00:00
288,2,13363,2.99,2022-02-09T07:41:31.347103+00:00
288,2,14756,0.99,2022-02-14T22:59:24.398526+00:00
288,1,15119,2.99,2022-02-23T10:22:17.467135+00:00
289,2,10297,7.99,2022-02-27T04:55:30.017668+00:00
289,2,12558,7.99,2022-02-28T14:52:57.054003+00:00
291,1,13665,5.99,2022-02-14T01:52:47.139622+00:00
294,2,11875,4.99,2022-02-12T10:49:47.130143+00:00
294,2,11981,2.99,2022-02-27T09:34:00.340966+00:00
295,1,14514,6.99,2022-02-14T17:14:23.529977+00:00
296,2,11571,4.99,2022-02-13T02:01:26.353157+00:00
296,2,12689,3.99,2022-02-15T03:10:42.413566+00:00
296,1,13991,1.99,2022-02-04T12:27:20.435312+00:00
296,2,15023,2.99,2022-02-09T00:49:15.093503+00:00
296,2,15866,7.99,2022-02-16T16:15:40.555357+00:00
298,1,15643,4.99,2022-02-23T03:42:07.927976+00:00
299,1,11998,0.99,2022-02-17T14:20:20.104078+00:00
299,2,14208,0.99,2022-02-01T03:17:31.850063+00:00
300,2,15811,5.99,2022-02-16T00:18:57.531415+00:00
302,2,10329,0.99,2022-02-11T01:08:51.188863+00:00
302,1,15622,5.99,2022-02-18T02:35:14.070298+00:00
303,2,11993,2.99,2022-02-22T00:17:15.406005+00:00
303,1,14750,5.99,2022-02-05T06:12:14.837563+00:00
304,2,11983,4.99,2022-02-10T17:56:49.374910+00:00
306,1,12225,7.99,2022-02-22T22:37:10.698691+00:00
308,2,12838,6.99,2022-02-22T01:42:30.012311+00:00
309,2,15422,4.99,2022-02-17T05:46:16.749805+00:00
312,1,15100,4.99,2022-02-22T15:59:19.296010+00:00
313,2,12011,2.99,2022-02-06T03:59:02.003469+00:00
315,1,15504,6.99,2022-02-23T16:01:24.210386+00:00
318,1,14276,2.99,2022-02-16T09:12:58.903270+00:00
319,1,11575,0.99,2022-02-24T13:56:22.043633+00:00
319,1,11955,6.99,2022-02-25T19:44:13.914952+00:00
321,2,13623,6.99,2022-02-24T00:10:00.755780+00:00
322,1,13650,9.99,2022-02-09T00:03:15.563005+00:00
323,1,10298,0.99,2022-02-16T12:42:00.264341+00:00
323,1,10994,3.99,2022-02-05T02:07:27.805582+00:00
323,2,11548,0.99,2022-02-09T05:28:07.009987+00:00
323,1,12120,4.99,2022-02-18T03:36:52.713929+00:00
325,1,12779,3.99,2022-02-08T15:34:38.157135+00:00
325,2,14452,3.99,2022-02-25T09:31:51.110062+00:00
325,2,15009,0.99,2022-02-04T07:50:07.244294+00:00
326,2,10976,4.99,2022-02-01T09:04:22.687649+00:00
326,2,11010,0.99,2022-02-23T18:48:09.756774+00:00
327,1,14847,4.99,2022-02-22T17:34:09.373346+00:00
329,2,10490,0.99,2022-02-23T00:58:30.028028+00:00
330,2,11259,3.99,2022-02-07T08:41:26.506836+00:00
331,2,15447,3.99,2022-02-03T04:09:40.757457+00:00
332,1,10307,0.99,2022-02-27T02:36:04.880802+00:00
332,1,11229,5.99,2022-02-22T08:22:37.113521+00:00
332,2,15194,0.99,2022-02-26T01:57:46.901930+00:00
334,2,15656,4.99,2022-02-25T15:13:46.999194+00:00
336,2,12794,0.99,2022-02-11T06:00:32.800227+00:00
337,1,12369,6.99,2022-02-18T09:56:16.500010+00:00
337,2,13305,6.99,2022-02-25T01:17:21.269177+00:00
337,1,15292,4.99,2022-02-27T16:01:38.145240+00:00
338,2,10791,2.99,2022-02-22T21:10:38.550482+00:00
338,2,11064,4.99,2022-02-22T13:06:05.850133+00:00
338,1,12167,2.99,2022-02-26T13:50:00.102554+00:00
338,2,15105,0.99,2022-02-16T16:00:43.747348+00:00
338,2,15173,6.99,2022-02-24T17:44:10.245190+00:00
339,2,11582,3.99,2022-02-01T05:32:57.207371+00:00
340,2,12940,2.99,2022-02-17T18:58:18.756675+00:00
340,1,13425,2.99,2022-02-22T22:11:08.001428+00:00
342,2,12816,4.99,2022-02-17T07:38:45.502411+00:00
345,1,12485,4.99,2022-02-21T12:36:37.793917+00:00
345,2,12805,4.99,2022-02-03T19:09:24.781477+00:00
346,2,11062,4.99,2022-02-27T05:07:31.003921+00:00
349,2,14721,6.99,2022-02-19T01:44:39.827179+00:00
349,2,14908,4.99,2022-02-19T05:25:29.447693+00:00
349,1,15955,5.99,2022-02-24T03:34:03.351283+00:00
350,2,12445,2.99,2022-02-18T00:05:54.648216+00:00
350,2,15789,1.99,2022-02-24T03:04:00.068890+00:00
352,1,14130,4.99,2022-02-14T09:39:42.028883+00:00
353,2,11698,4.99,2022-02-28T05:18:00.041148+00:00
353,1,14396,4.99,2022-02-06T00:35:09.690571+00:00
354,1,10420,6.99,2022-02-25T08:13:49.923129+00:00
354,2,14212,2.99,2022-02-25T21:56:25.995590+00:00
355,2,11471,0.99,2022-02-19T02:09:28.447213+00:00
355,2,15531,2.99,2022-02-14T06:05:22.107074+00:00
356,2,11579,2.99,2022-02-17T02:38:08.588705+00:00
356,2,13107,4.99,2022-02-11T18:32:04.175730+00:00
356,2,13442,5.99,2022-02-06T04:14:16.822532+00:00
357,2,10764,0.99,2022-02-27T01:32:52.533897+00:00
358,1,13197,2.99,2022-02-22T02:52:19.519116+00:00
360,2,10857,2.99,2022-02-02T02:06:25.219082+00:00
360,2,11264,6.99,2022-02-16T04:46:05.270542+00:00
361,2,10975,0.99,2022-02-19T04:42:57.949332+00:00
361,2,11243,5.99,2022-02-23T08:01:01.032177+00:00
361,2,12690,2.99,2022-02-08T18:35:26.055081+00:00
362,2,14129,2.99,2022-02-28T11:01:47.436663+00:00
363,1,10339,6.99,2022-02-08T01:44:30.344504+00:00
363,1,13706,9.99,2022-02-26T19:08:40.568014+00:00
363,1,15335,4.99,2022-02-02T15:21:48.400409+00:00
364,2,12912,3.99,2022-02-18T05:02:18.376077+00:00
364,2,14293,4.99,2022-02-06T06:21:52.592774+00:00
365,2,14463,6.99,2022-02-06T16:58:01.209029+00:00
366,1,12608,4.99,2022-02-18T10:33:09.216949+00:00
366,1,14390,2.99,2022-02-24T18:15:04.998171+00:00
367,1,12152,4.99,2022-02-20T17:07:25.303604+00:00
368,1,15353,2.99,2022-02-18T11:01:44.193148+00:00
370,1,10336,4.99,2022-02-24T21:46:09.031864+00:00
371,2,13953,4.99,2022-02-25T15:39:06.982422+00:00
371,1,15824,2.99,2022-02-18T20:30:29.098181+00:00
372,2,11555,4.99,2022-02-02T19:47:09.216355+00:00
372,1,14331,2.99,2022-02-16T22:05:48.027038+00:00
372,1,15563,2.99,2022-02-26T10:31:45.382291+00:00
373,2,11512,7.99,2022-02-03T18:03:40.660443+00:00
373,2,11976,3.99,2022-02-13T17:50:44.555185+00:00
373,1,15068,3.99,2022-02-18T04:38:00.591687+00:00
374,2,12696,2.99,2022-02-08T15:31:34.589372+00:00
375,1,10961,6.99,2022-02-06T23:17:07.387957+00:00
375,2,12122,9.99,2022-02-11T18:28:45.398273+00:00
377,2,15088,0.99,2022-02-18T15:09:07.569309+00:00
377,1,15999,7.99,2022-02-15T09:36:45.667968+00:00
378,1,10917,4.99,2022-02-02T00:13:55.893143+00:00
378,1,11111,4.99,2022-02-19T22:40:37.760513+00:00
379,1,14470,0.99,2022-02-04T17:14:55.421365+00:00
380,1,10983,3.99,2022-02-21T07:39:37.048311+00:00
380,1,15361,2.99,2022-02-21T22:17:27.341359+00:00
381,2,13430,0.99,2022-02-07T11:40:13.223350+00:00
381,1,15747,4.99,2022-02-01T22:33:57.648098+00:00
382,2,15939,7.99,2022-02-08T22:41:27.330206+00:00
383,2,11122,0.99,2022-02-25T14:56:28.398703+00:00
384,2,13521,2.99,2022-02-26T14:23:34.749869+00:00
385,1,10557,0.99,2022-02-22T08:16:36.085104+00:00
385,1,13117,0.99,2022-02-25T12:31:41.164506+00:00
386,2,10618,3.99,2022-02-10T10:52:46.434500+00:00
386,2,11695,4.99,2022-02-06T08:52:54.402375+00:00
386,1,13716,3.99,2022-02-17T03:22:43.487886+00:00
386,1,13764,2.99,2022-02-21T00:33:07.004096+00:00
386,2,13869,6.99,2022-02-20T18:16:16.039749+00:00
387,2,14279,5.99,2022-02-15T03:06:18.584306+00:00
388,2,15660,5.99,2022-02-26T06:48:27.568178+00:00
389,2,14493,7.99,2022-02-23T15:28:19.010081+00:00
390,1,13473,4.99,2022-02-01T09:53:43.854278+00:00
390,2,15376,4.99,2022-02-15T09:15:24.618220+00:00
391,1,14381,0.99,2022-02-24T17:56:53.730331+00:00
392,1,14223,5.99,2022-02-06T03:21:37.951349+00:00
393,2,16049,3.99,2022-02-02T16:24:10.941930+00:00
394,1,10718,0.99,2022-02-21T03:06:38.425052+00:00
394,1,12080,4.99,2022-02-21T06:12:16.676256+00:00
396,1,12895,4.99,2022-02-02T05:19:59.284920+00:00
396,1,14078,3.99,2022-02-06T17:31:19.425863+00:00
397,1,10534,0.99,2022-02-04T04:23:30.455348+00:00
397,2,10598,4.99,2022-02-06T04:25:51.937681+00:00
397,2,11511,4.99,2022-02-26T07:30:31.071448+00:00
397,2,12329,1.99,2022-02-28T23:44:23.819016+00:00
397,2,12700,0.99,2022-02-08T02:05:24.585821+00:00
398,2,12528,2.99,2022-02-20T18:34:40.114379+00:00
398,1,15189,3.99,2022-02-13T18:49:02.234915+00:00
399,1,15300,0.99,2022-02-01T14:01:39.792805+00:00
400,2,10484,2.99,2022-02-09T15:00:51.551648+00:00
401,1,12906,2.99,2022-02-19T21:57:10.328280+00:00
401,1,14359,0.99,2022-02-05T23:08:47.638437+00:00
405,1,12050,0.99,2022-02-06T03:06:56.766847+00:00
405,1,15072,1.99,2022-02-14T16:30:32.971488+00:00
407,2,12931,2.99,2022-02-01T01:16:31.409182+00:00
407,2,13856,6.99,2022-02-26T21:25:16.878348+00:00
407,2,14401,6.99,2022-02-10T12:53:40.588004+00:00
408,2,11115,2.99,2022-02-21T03:07:07.234022+00:00
408,1,12498,2.99,2022-02-18T13:38:51.877569+00:00
408,2,15716,1.99,2022-02-10T00:18:48.209874+00:00
410,1,11187,10.99,2022-02-10T13:34:30.781978+00:00
410,2,13948,6.99,2022-02-02T19:07:56.066734+00:00
411,2,11294,2.99,2022-02-03T00:43:39.648023+00:00
411,2,14996,2.99,2022-02-20T00:24:10.854379+00:00
413,2,12552,2.99,2022-02-02T20:42:26.490895+00:00
413,1,14773,2.99,2022-02-19T07:04:15.517408+00:00
416,1,10254,3.99,2022-02-15T12:03:51.915288+00:00
416,1,10937,6.99,2022-02-12T06:35:13.646951+00:00
416,2,11047,5.99,2022-02-15T05:20:41.303736+00:00
417,1,13545,4.99,2022-02-27T06:02:12.052657+00:00
419,1,11313,2.99,2022-02-20T14:34:20.112334+00:00
419,2,11689,6.99,2022-02-09T03:57:41.811471+00:00
419,2,14308,0.99,2022-02-10T09:04:31.432652+00:00
420,1,10766,4.99,2022-02-09T23:11:36.294160+00:00
421,2,11089,2.99,2022-02-04T19:51:44.378454+00:00
421,1,11523,3.99,2022-02-12T09:10:03.165545+00:00
422,2,11325,6.99,2022-02-01T22:36:36.725191+00:00
422,2,13625,1.99,2022-02-03T02:53:28.102520+00:00
423,2,12806,4.99,2022-02-06T21:59:44.402854+00:00
424,2,11374,2.99,2022-02-19T04:23:40.312535+00:00
424,2,11562,6.99,2022-02-18T17:06:20.767374+00:00
425,2,13040,0.99,2022-02-15T16:42:08.256787+00:00
425,2,16036,2.99,2022-02-26T05:26:57.762385+00:00
426,1,12822,4.99,2022-02-13T04:29:17.683264+00:00
428,2,10577,4.99,2022-02-07T03:36:29.302330+00:00
428,2,10888,2.99,2022-02-24T04:25:05.219028+00:00
431,1,15809,2.99,2022-02-18T16:46:25.900421+00:00
432,1,14027,2.99,2022-02-09T13:00:44.917199+00:00
433,2,13273,4.99,2022-02-21T14:06:12.419624+00:00
433,1,14559,6.99,2022-02-26T23:34:30.233905+00:00
433,1,15502,5.99,2022-02-03T21:13:48.342746+00:00
434,2,14553,4.99,2022-02-18T09:53:08.613376+00:00
436,1,11580,2.99,2022-02-26T01:19:27.834714+00:00
437,2,13838,7.99,2022-02-20T12:35:34.448132+00:00
438,1,10512,6.99,2022-02-26T11:53:26.363727+00:00
439,1,11989,2.99,2022-02-15T02:43:17.766706+00:00
439,2,15653,4.99,2022-02-01T20:44:37.336928+00:00
441,1,10846,1.99,2022-02-02T13:19:43.382513+00:00
441,2,11247,1.99,2022-02-24T00:54:44.970987+00:00
443,1,11449,4.99,2022-02-05T13:20:41.138910+00:00
443,1,15519,0.99,2022-02-20T00:14:24.297003+00:00
444,2,11419,6.99,2022-02-21T23:51:11.147118+00:00
444,2,12712,2.99,2022-02-19T03:11:03.523110+00:00
444,1,15557,0.99,2022-02-04T15:56:47.220892+00:00
445,2,10334,1.99,2022-02-01T01:19:57.070038+00:00
447,2,12511,0.99,2022-02-02T23:56:59.344241+00:00
447,1,13072,2.99,2022-02-22T19:12:13.994391+00:00
448,2,13250,3.99,2022-02-12T03:47:47.502682+00:00
448,1,14580,3.99,2022-02-12T14:38:00.839561+00:00
449,1,10416,4.99,2022-02-11T02:14:22.053183+00:00
451,1,13666,2.99,2022-02-15T06:08:14.398358+00:00
452,1,12630,4.99,2022-02-22T18:15:26.254090+00:00
453,1,12703,2.99,2022-02-03T19:52:10.825563+00:00
453,1,13711,7.99,2022-02-08T05:31:49.233490+00:00
453,2,14306,5.99,2022-02-08T04:43:23.961158+00:00
454,2,12347,0.99,2022-02-05T07:37:34.119798+00:00
454,2,13694,8.99,2022-02-05T05:20:47.056978+00:00
454,2,14843,2.99,2022-02-26T21:41:48.825022+00:00
455,1,12163,2.99,2022-02-03T20:15:17.257716+00:00
456,2,14253,2.99,2022-02-11T17:17:01.872925+00:00
457,2,11956,6.99,2022-02-03T22:14:40.615027+00:00
457,1,12171,4.99,2022-02-05T18:31:12.721045+00:00
457,2,13934,0.99,2022-02-21T22:06:40.061459+00:00
459,1,10531,2.99,2022-02-15T15:31:25.782690+00:00
459,2,15342,2.99,2022-02-02T04:52:20.366545+00:00
460,1,10926,1.99,2022-02-05T13:05:29.962871+00:00
460,2,12586,4.99,2022-02-10T07:32:28.466441+00:00
460,2,13215,8.99,2022-02-27T16:33:02.752281+00:00
462,2,13041,8.99,2022-02-28T02:56:51.268410+00:00
462,1,13492,7.99,2022-02-15T00:03:10.610129+00:00
462,2,15581,2.99,2022-02-28T22:18:46.384795+00:00
463,2,12096,7.99,2022-02-24T01:44:01.570169+00:00
463,2,13938,4.99,2022-02-22T01:04:58.903379+00:00
464,1,13644,8.99,2022-02-20T18:55:29.492316+00:00
465,2,12106,4.99,2022-02-22T05:09:14.207938+00:00
465,1,12864,4.99,2022-02-12T13:05:28.749215+00:00
466,2,11343,0.99,2022-02-25T09:17:35.485143+00:00
467,1,12266,2.99,2022-02-18T20:25:42.321306+00:00
468,2,11257,10.99,2022-02-14T11:13:16.684598+00:00
468,2,15435,4.99,2022-02-14T18:16:59.074870+00:00
469,1,13654,4.99,2022-02-08T07:16:44.341700+00:00
470,2,12423,8.99,2022-02-24T08:20:56.080525+00:00
471,2,11601,4.99,2022-02-18T11:45:42.771773+00:00
471,2,14942,7.99,2022-02-01T03:16:37.885541+00:00
471,2,15184,0.99,2022-02-21T01:23:23.030089+00:00
471,1,15654,1.99,2022-02-16T15:49:16.648377+00:00
472,1,10282,6.99,2022-02-26T09:20:37.800046+00:00
472,1,11911,6.99,2022-02-24T10:19:29.024425+00:00
474,2,11537,2.99,2022-02-23T09:28:09.339263+00:00
474,1,15558,6.99,2022-02-08T14:23:32.293320+00:00
